username,text,cleaned_text
MiaMalkova,"This weekend I'm giving everyone 50% off my Onlyfans! Sign up now!  https://t.co/NpxswXDuO5

#valentine #love... https://t.co/5kBFa8Ih7p",this weekend im giving everyone  off my onlyfans sign up now 
MiaMalkova,What game should I play tomorrow?,what game should i play tomorrow
MiaMalkova,Snowed in today. [?] #pdxtst https://t.co/dbnRYYXwf2,snowed in today 
MiaMalkova,I'll be streaming tomorrow 10-6 PST on my channel! We will just chat for the first few hours then get into playing... https://t.co/jKnU4IoxRO,ill be streaming tomorrow  6 pst on my channel we will just chat for the first few hours then get into playing
MiaMalkova,"Oh, to be kissed by the sun again.   #throwbackthursday #tbt #love https://t.co/3M0psdlqkF",oh to be kissed by the sun again
MiaMalkova,"@MissLacyLennon Unfortunately yes, good for business.",unfortunately yes good for business
MiaMalkova,@scxrlet64 @AustinOnTwitter @lord_kirk LOL perfect!,lol perfect
MiaMalkova,"Just because it's #humpday and it's also nearly #valentinesday, who is ready for it? [?] https://t.co/j26cECLreA",just because its and its also nearly  who is ready for it 
MiaMalkova,"Want to see the rest of this? Then make sure you are following me on Tiktok  https://t.co/DkcRQdp31U

#tiktok https://t.co/zixR9kldrc",want to see the rest of this then make sure you are following me on tiktok
MiaMalkova,@elixir_elf Such a cutie! [?],such a cutie 
MiaMalkova,"And just like that, poof, steam gone! 

#MondayMotivation #MondayMorning #monday https://t.co/6hFDttr7ZG",and just like that poof steam gone
MiaMalkova,@Froste Eh.,eh
MiaMalkova,@kristenlanae I actually have the perfect wig already!,i actually have the perfect wig already
MiaMalkova,@miakhalifa Your everything! ,your everything
MiaMalkova,"Good morning! [?] I'm going live on @Amouranth podcast, get in here! https://t.co/95fnZNngKL",good morning  im going live on podcast get in here
MiaMalkova,"Reposting because the crop was off, please like and retweet again! [?]",reposting because the crop was off please like and retweet again 
MiaMalkova,"Body armor level 1, now to find the next upgrade.  https://t.co/T3xqyuHn99",body armor level  now to find the next upgrade
MiaMalkova,@JessicaNigri Looks like heaven!,looks like heaven
MiaMalkova,@cat_falco  knocking over the coffee,knocking over the coffee
MiaMalkova,"Until further notice, assume I'm out of the office. https://t.co/zrslhAeiYA",until further notice assume im out of the office
MiaMalkova,I'm live! Get in here and ask me anything.  https://t.co/EyMrGSX4Zy,im live get in here and ask me anything
MiaMalkova,Going live in 30 minutes! https://t.co/k0fMQAJUSi,going live in minutes
MiaMalkova,Join me again tomorrow from 10am- 4pm PST [?] on my Twitch channel! https://t.co/k0fMQB1wgS https://t.co/Etj4zOS2XB,join me again tomorrow from am  pm pst  on my twitch channel
MiaMalkova,"Stream schedule  PST

Saturday 2/6: 10am- 4pm just chatting/red dead 2  

Sunday 2/7: 1pm @Amouranth podcast

See... https://t.co/pLxR7r06Je",stream schedule pstsaturday  6 am  pm just chatting red dead sunday  7 pm podcastsee
MiaMalkova,Humpday. That's all I got to say  https://t.co/z8zSy0uSGg,humpday thats all i got to say
MiaMalkova,Going to tell everyone that the sofa's were made to be seated on like this. https://t.co/XTf0YwLXav,going to tell everyone that the sofas were made to be seated on like this
MiaMalkova,@JennaLynnMeowri OWA OWA!!! ,owa owa
MiaMalkova,"Shagherholes production was delayed by COVID, hopefully this can tide you over for now  @swaggersouls 

#retweet https://t.co/cqhN6e6Pxn",shagherholes production was delayed by covid hopefully this can tide you over for now
MiaMalkova,If you're not following me then do so now! I'm on Tiktok and have some funny idea's and challenges I'll be getting... https://t.co/QOV7CCY9Ys,if youre not following me then do so now im on tiktok and have some funny ideas and challenges ill be getting
MiaMalkova,Just went live! We're answering questions and later playing Red Dead 2  https://t.co/EyMrGSX4Zy,just went live were answering questions and later playing red dead
MiaMalkova,"Got Milk?

If you are feeling thirsty, there's a lot of content to satisfy you over at https://t.co/FS9Vmx8LWB... https://t.co/hPvqTjwJRM",got milkif you are feeling thirsty theres a lot of content to satisfy you over at 
MiaMalkova,"Stream schedule  PST

Tomorrow 1/31: 2-8 pm

Saturday 2/6: 10am- 4pm

Sunday 2/7: 2-8 pm

Just chatting/Red Dead 2... https://t.co/8LdQmgI4AJ",stream schedule psttomorrow  31  8 pmsaturday  6 am  pmsunday  7  8 pmjust chatting red dead 
MiaMalkova,@DarthLux Stunning ,stunning
MiaMalkova,"Orange on your Twitter feed: 
Energy, Happiness, Vitality[?] 

#SaturdayVibes #saturday #goodmorning #love https://t.co/TWGuL9ufoY",orange on your twitter feed energy happiness vitality
MiaMalkova,"Thank you everyone for the amazing day on stream, so happy to be back! ",thank you everyone for the amazing day on stream so happy to be back
MiaMalkova,GOODMORNING! [?] My comeback stream is here! I'm LIVE for the next 12 hours at https://t.co/EyMrGSX4Zy  I'll be ans... https://t.co/GQ6bg3B6aG,goodmorning  my comeback stream is here im live for the next hours at ill be ans
MiaMalkova,"Hey, just me taking advantage of Twitter's nice rules  https://t.co/JCvzBLFQzT",hey just me taking advantage of twitters nice rules
