username,text,cleaned_text
pokimanelol,@jschlatt https://t.co/MlUTtoD5Hj,
pokimanelol,would you vote me out? https://t.co/wyj00O7fY5,would you vote me out
pokimanelol,@QuarterJade the way u said ,the way u said
pokimanelol,@LilyPichu @Ekitaiiiii adorable ,adorable
pokimanelol,@sonii @TSM_Myth,
pokimanelol,@valkybea @Valkyrae @xChocoBars @starsmitten_ @brookeab @TeanaKitten @Sydeon @QuarterJade @iGumdrop @plushyslol... https://t.co/bAcf9x7Ef6,
pokimanelol,@xChocoBars 1000% worth , worth
pokimanelol,@LudwigAhgren  ,
pokimanelol,@Sykkuno we love to see it ,we love to see it
pokimanelol,@ItzMasayoshi @OfflineTV my new brand slogan,my new brand slogan
pokimanelol,@m4ffia i love this ,i love this
pokimanelol,@kentwoood LET'S GOOOOOOOOOO https://t.co/TJdVSyXM5o,lets goooooooooo
pokimanelol,@xChocoBars @FanjoyCo ,
pokimanelol,@wtfSugoi thx for modding my stream,thx for modding my stream
pokimanelol,@qtcinderella just beat me up instead queen ,just beat me up instead queen
pokimanelol,"i won a streaming award a few years ago
this guy got on stage immediately after to say i have no future as a conten... https://t.co/wAxe0M1GYB",i won a streaming award a few years agothis guy got on stage immediately after to say i have no future as a conten
pokimanelol,@kentaihaven @honkkarl hahahahaa,hahahahaa
pokimanelol,@OfflineTV always ,always
pokimanelol,@cheeryio @xChocoBars LMAAAOOO,lmaaaooo
pokimanelol,@itshafu @dogdog congrats ,congrats
pokimanelol,@roadrunnerGnf thanks for putting this thread together. people are justified to feel however they want about my pas... https://t.co/mMlTBFivff,thanks for putting this thread together people are justified to feel however they want about my pas
pokimanelol,ramadan mubarak ,ramadan mubarak
pokimanelol,@bnans @AnneMunition TRIO Q LET'S GO,trio q lets go
pokimanelol,@Nihaachu OKAY IT'S OFFICIAL ,okay its official
pokimanelol,@AnneMunition ...do you play valorant..?,do you play valorant
pokimanelol,@Nihaachu I'd like to formally ask you to be my little sister  https://t.co/Qcx6UU4iYy,id like to formally ask you to be my little sister
pokimanelol,@Tonioverthetop somethin abt your art ,somethin abt your art
pokimanelol,RT @Tonioverthetop: Something 'bout you  @pokimanelol https://t.co/qA4w2QFJq1, something bout you
pokimanelol,@Subroza @ScreaM_ ramadan kareem my moroccan brothers ,ramadan kareem my moroccan brothers
